"id","url","page","nama_mobil","listing_id"
1035,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jabodetabek?page_size=25&page_number=24",24,"indonesia_jabodetabek?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jabodetabek?page_size=25&page_number=24"
1036,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_dki-jakarta?page_size=25&page_number=24",24,"indonesia_dki-jakarta?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_dki-jakarta?page_size=25&page_number=24"
1037,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_banten?page_size=25&page_number=24",24,"indonesia_banten?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_banten?page_size=25&page_number=24"
1038,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jawa-barat?page_size=25&page_number=24",24,"indonesia_jawa-barat?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jawa-barat?page_size=25&page_number=24"
1039,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jawa-timur?page_size=25&page_number=24",24,"indonesia_jawa-timur?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jawa-timur?page_size=25&page_number=24"
1040,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jawa-tengah?page_size=25&page_number=24",24,"indonesia_jawa-tengah?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_jawa-tengah?page_size=25&page_number=24"
1041,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_yogyakarta?page_size=25&page_number=24",24,"indonesia_yogyakarta?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_yogyakarta?page_size=25&page_number=24"
1042,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sumatera-utara?page_size=25&page_number=24",24,"indonesia_sumatera-utara?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sumatera-utara?page_size=25&page_number=24"
1043,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_bali?page_size=25&page_number=24",24,"indonesia_bali?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_bali?page_size=25&page_number=24"
1044,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_lampung?page_size=25&page_number=24",24,"indonesia_lampung?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_lampung?page_size=25&page_number=24"
1045,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_gorontalo?page_size=25&page_number=24",24,"indonesia_gorontalo?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_gorontalo?page_size=25&page_number=24"
1046,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_riau?page_size=25&page_number=24",24,"indonesia_riau?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_riau?page_size=25&page_number=24"
1047,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sumatera-selatan?page_size=25&page_number=24",24,"indonesia_sumatera-selatan?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sumatera-selatan?page_size=25&page_number=24"
